 ,Basel,Basel,Basel,Basel
lat,47.75,47.75,47.75,47.75
lon,7.5,7.5,7.5,7.5
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature ,Basel Relative Humidity ,Basel Wind Speed,Basel Wind Direction
20230130T1600,3.0802455,80.99174,12.4811535,236.7683
20230130T1700,2.9202452,83.730644,10.805998,240.01837
20230130T1800,2.6102452,87.42599,9.885262,236.88866
20230130T1900,2.4302454,89.65672,8.78872,235.00798
20230130T2000,2.1202455,91.53463,7.9932966,234.16235
20230130T2100,1.9802454,91.72245,7.8954163,226.84761
20230130T2200,1.9302454,91.45204,7.145796,220.91438
20230130T2300,1.9402454,91.4529,5.1165614,219.28941
20230131T0000,1.7202454,92.10196,4.6938257,237.52881
20230131T0100,1.8302454,91.70992,4.3349743,221.63354
20230131T0200,1.5002453,93.02802,3.8939953,213.69006
20230131T0300,1.1102455,93.407265,4.0249224,206.56505
20230131T0400,0.8502454,93.86785,5.315336,208.30077
20230131T0500,0.3702454,94.248726,5.154415,204.77515
20230131T0600,0.020245433,94.1559,6.151683,200.55605
20230131T0700,-0.08975458,93.87132,6.830519,198.43495
20230131T0800,-0.4297546,93.77791,7.072878,194.74356
20230131T0900,0.14024541,93.61157,5.0142193,201.0375
20230131T1000,1.5102453,92.96106,6.151683,200.55605
20230131T1100,2.8802452,89.18318,8.4963045,216.38435
20230131T1200,4.0402455,84.85773,9.957108,229.39871
20230131T1300,5.020245,79.09805,10.495713,239.03624
20230131T1400,5.110245,77.812164,12.10157,247.24902
20230131T1500,5.150245,75.27479,12.7279215,241.26021
20230131T1600,5.0502453,75.31047,10.703569,222.27368
20230131T1700,5.000245,76.51043,10.799999,216.8699
20230131T1800,4.960245,77.9549,9.449572,220.36453
20230131T1900,4.7002454,80.60051,6.9153743,231.3402
20230131T2000,4.4502454,82.80005,7.386582,226.97495
20230131T2100,4.5302453,82.81142,8.942214,220.1009
20230131T2200,4.4802456,84.12512,9.793059,216.02737
20230131T2300,4.4102454,86.25646,9.422101,223.45184
20230201T0000,4.380245,86.62473,9.220499,218.65982
20230201T0100,4.2202454,85.86298,9.793059,216.02737
20230201T0200,3.6602454,87.417946,10.009036,217.69424
20230201T0300,3.0502453,88.81445,9.673221,225
20230201T0400,2.9902453,88.61584,9.178235,221.82018
20230201T0500,2.9202452,88.41637,9.1641035,225
20230201T0600,3.2402453,87.560356,10.195057,222.1376
20230201T0700,3.6102452,87.286446,11.457958,223.72697
20230201T0800,3.8602452,88.57856,11.212135,227.60257
20230201T0900,4.0102453,91.03743,12.475961,223.83087
20230201T1000,4.4702454,90.49428,14.512064,223.99492
20230201T1100,5.1602454,87.33418,14.291592,229.08562
20230201T1200,5.8002453,82.34199,15.0038395,239.74356
20230201T1300,6.3902454,78.25463,19.130875,250.20113
20230201T1400,6.6402454,73.52389,17.309973,253.07248
20230201T1500,6.770245,69.9913,17.731598,264.17368
20230201T1600,6.5802455,70.915596,16.039202,260.9605
20230201T1700,6.190245,71.55353,14.24163,249.27444
20230201T1800,5.9902453,71.15058,13.684735,243.43495
20230201T1900,6.040245,70.69902,14.512064,240.25513
20230201T2000,5.7602453,71.308655,15.277749,235.561
20230201T2100,5.710245,70.885506,15.408671,232.59465
20230201T2200,5.770245,70.13044,14.84318,230.90614
20230201T2300,5.5702453,71.57984,15.629971,231.5463
20230202T0000,5.4302454,73.60393,15.03835,227.91084
20230202T0100,5.3202453,75.96266,14.291592,229.08562
20230202T0200,5.2802453,78.40419,14.186923,234.2933
20230202T0300,5.270245,79.93963,13.479583,235.88553
20230202T0400,5.0902452,82.771935,12.538134,230.82635
20230202T0500,4.980245,84.37243,11.966954,226.21889
20230202T0600,5.040245,84.44062,12.7279215,225
20230202T0700,5.210245,83.68192,12.738099,227.29062
20230202T0800,5.2602453,83.50945,12.538134,230.82635
20230202T0900,5.440245,83.53392,12.88981,234.09029
20230202T1000,5.750245,82.746704,12.979984,236.30994
20230202T1100,6.2202454,79.35105,11.988594,228.65222
20230202T1200,6.610245,78.62679,15.2947035,243.43495
20230202T1300,7.020245,77.69508,15.716793,249.90477
20230202T1400,7.3902454,75.367546,15.042659,248.9625
20230202T1500,7.3302455,75.19585,17.654686,253.41266
20230202T1600,7.3402452,72.82404,13.896187,253.44293
20230202T1700,7.3902454,71.95488,9.983106,244.359
20230202T1800,7.1002455,73.351105,8.942214,229.8991
20230202T1900,6.8902454,74.89987,9.686609,228.01279
20230202T2000,6.4102454,77.701416,8.714677,231.70984
20230202T2100,6.0302453,80.346275,6.618519,225
20230202T2200,5.710245,81.39427,7.42159,219.09386
20230202T2300,5.8002453,81.40771,6.3690495,222.7094
20230203T0000,5.630245,81.4987,7.491114,215.21759
20230203T0100,5.3302455,81.980576,8.78872,214.99202
20230203T0200,5.270245,82.20693,8.4963045,216.38435
20230203T0300,5.4102454,81.116615,9.885262,213.11134
20230203T0400,5.4702454,78.94511,11.4862,212.19574
20230203T0500,5.6002455,78.12087,10.799999,216.8699
20230203T0600,5.3402452,79.66427,10.195057,222.1376
20230203T0700,5.4702454,80.95165,10.464797,220.8151
20230203T0800,5.710245,80.87255,10.233123,219.28941
20230203T0900,5.8702455,81.30206,11.304229,217.23483
20230203T1000,6.5702453,77.72885,11.246759,219.80557
20230203T1100,7.270245,72.44676,13.493999,223.91908
20230203T1200,8.020246,68.18099,14.693999,239.03625
20230203T1300,8.190246,67.82968,16.766108,255.06857
20230203T1400,8.400246,65.915276,16.520823,258.69006
20230203T1500,8.290245,66.078865,16.167967,258.43988
20230203T1600,7.980245,67.73407,12.682018,263.4802
20230203T1700,7.670245,68.88916,10.931203,252.75854
20230203T1800,7.5702453,69.66177,12.55879,242.70044
20230203T1900,7.4302454,70.53581,13.217443,240.64226
20230203T2000,7.290245,71.728935,11.923557,241.11342
20230203T2100,7.130245,73.304565,11.609651,240.25513
20230203T2200,7.2202454,74.37623,10.495713,239.03624
20230203T2300,7.3202453,76.86887,9.983106,244.359
20230204T0000,7.0802455,79.65812,9.957108,229.39871
20230204T0100,6.860245,82.90101,10.195057,227.86241
20230204T0200,6.7202454,85.014725,9.686609,228.01279
20230204T0300,6.5602455,87.36283,8.654987,225
20230204T0400,6.610245,88.41808,7.8954163,223.15239
20230204T0500,6.610245,88.8536,7.145796,229.08562
20230204T0600,6.5702453,90.29452,5.8603754,227.48956
20230204T0700,6.460245,91.43103,5.8603754,227.48956
20230204T0800,6.3402452,92.906,5.1165614,230.7106
20230204T0900,6.5502453,93.11496,4.39436,235.00798
20230204T1000,7.0102453,92.1775,3.4152596,251.56506
20230204T1100,7.3402452,92.20109,2.6208394,285.9454
20230204T1200,7.920245,89.5359,4.1046314,322.12503
20230204T1300,8.430245,87.19648,6.638072,347.4712
20230204T1400,8.840245,81.05495,7.5685663,2.7262878
20230204T1500,8.590245,80.96174,7.42159,14.03624
20230204T1600,8.300245,79.96115,6.638072,12.528809
20230204T1700,7.5502453,80.977974,4.452954,14.03624
20230204T1800,6.290245,85.68518,4.802999,12.994629
20230204T1900,4.750245,89.239876,6.130579,3.3664398
20230204T2000,3.4902453,91.25452,7.5685663,2.7262878
20230204T2100,2.4602454,92.561775,7.072878,14.743561
20230204T2200,2.0602455,94.35836,5.3999996,36.86989
20230204T2300,2.2002454,95.73968,5.8048253,29.744873
20230205T0000,2.1402454,95.736565,4.0249224,63.43495
20230205T0100,1.6502454,96.1277,2.5455842,81.869896
20230205T0200,1.3402455,95.97262,2.0364676,135
20230205T0300,1.0602454,95.81845,2.9024127,150.25511
20230205T0400,0.4602454,96.63064,2.9024127,150.25511
20230205T0500,0.35024542,96.83771,3.0758414,159.44395
20230205T0600,0.3702454,96.83863,2.5455842,171.8699
20230205T0700,0.4202454,97.19558,3.96,180
20230205T0800,0.5402454,97.698715,5.0528407,184.08562
20230205T0900,1.1202455,96.45115,5.4477882,187.59465
20230205T1000,2.0002456,95.798416,6.162207,186.70984
20230205T1100,3.1502452,93.28133,6.2145634,190.00798
20230205T1200,3.8402452,92.996284,5.3999996,216.8699
20230205T1300,4.8502455,90.849724,5.8048253,240.25513
20230205T1400,5.3702455,90.253044,4.896529,252.89728
20230205T1500,5.4902453,88.93247,6.2145634,280.008
20230205T1600,5.5702453,87.19336,6.12,298.07248
20230205T1700,5.360245,88.35401,7.145796,319.08563
20230205T1800,5.170245,91.2637,6.6087217,330.64227
20230205T1900,4.9102454,91.826584,7.172949,342.47443
20230205T2000,4.730245,92.79482,7.2805495,351.46924
20230205T2100,4.5002456,93.77176,7.928178,357.39746
20230205T2200,4.5002456,94.90878,8.647496,2.3859253
20230205T2300,4.400245,95.17279,7.5170207,16.69925
20230206T0000,4.3702455,94.297554,6.379216,16.389526
20230206T0100,4.3902454,93.100975,7.072878,14.743561
20230206T0200,4.1202455,92.81739,8.12197,12.804245
20230206T0300,3.8002453,93.12639,6.830519,18.434952
20230206T0400,3.4802456,92.90416,6.725354,15.524109
20230206T0500,3.2602453,91.8272,7.172949,17.525558
20230206T0600,3.0702453,91.0876,7.628263,19.29004
20230206T0700,2.8902454,91.20354,8.557102,14.620865
20230206T0800,2.6402454,91.18204,9,16.260193
20230206T0900,2.8002453,90.47421,9.693296,21.801407
20230206T1000,3.1402454,88.95205,11.753876,40.03026
20230206T1100,3.9802456,81.89913,11.212135,47.602554
20230206T1200,4.4502454,78.0927,11.200571,44.999985
20230206T1300,4.900245,73.60576,11.212135,42.39743
20230206T1400,4.9902453,71.04237,11.019764,38.367477
20230206T1500,4.880245,69.83449,11.609651,29.744873
20230206T1600,4.5302453,69.501854,13.049689,24.443954
20230206T1700,3.8502455,69.967415,12.641076,19.983109
20230206T1800,3.1402454,72.60509,11.966954,15.708633
20230206T1900,2.6602454,74.46514,11.384199,18.434952
20230206T2000,2.3902454,73.97135,10.787993,25.709946
20230206T2100,2.2302454,71.93094,10.514218,38.047028
20230206T2200,2.0102453,70.23682,9,36.86989
20230206T2300,1.0802454,77.032906,7.729527,27.75853
20230207T0000,0.6702454,78.52737,9.339208,27.552795
20230207T0100,0.6902454,76.787575,10.296251,36.469223
20230207T0200,0.5002454,73.64109,12.768586,49.573914
20230207T0300,-0.04975462,72.86114,15.124284,51.766174
20230207T0400,-0.3197546,71.59517,14.904173,52.853302
20230207T0500,-0.86975455,72.353584,13.53236,61.38954
20230207T0600,-1.7597545,76.085205,8.654986,73.07248
20230207T0700,-2.8697548,79.94633,5.154415,65.224846
20230207T0800,-3.1597548,79.9571,5.315336,61.699234
20230207T0900,-1.1197546,75.57463,2.5959969,56.30993
20230207T1000,0.1502454,68.65702,5.1165614,39.2894
20230207T1100,1.1602454,67.04083,3.8939953,56.30993
20230207T1200,2.0802455,66.20641,5.8048253,60.25511
20230207T1300,3.1702452,64.36654,5.6920996,71.56504
20230207T1400,4.110245,61.36185,6.12,61.927513
20230207T1500,4.670245,61.051804,6.193674,54.46232
20230207T1600,4.8002453,59.914574,4.198285,30.963745
20230207T1700,3.6802454,68.293335,5.3517847,19.653809
20230207T1800,0.7902454,76.634,8.049845,26.565033
20230207T1900,-0.21975458,80.57988,7.386582,43.025055
20230207T2000,-1.0997546,84.41197,7.289445,57.094757
20230207T2100,-1.6397547,86.5926,6.792466,57.994614
20230207T2200,-2.0897546,88.11892,6.489992,56.30993
20230207T2300,-2.7197547,86.65108,6.439876,63.43495
20230208T0000,-3.0397544,86.60974,5.95906,64.98311
20230208T0100,-3.3297548,86.63822,5.95906,64.98311
20230208T0200,-3.3897548,84.20964,6.193674,54.46232
20230208T0300,-3.6597548,83.20384,6.1094027,44.999985
20230208T0400,-3.8097548,81.654,6.3690495,47.29059
20230208T0500,-4.1697545,80.838554,6.8777895,47.121094
20230208T0600,-4.4497547,80.28913,7.127636,44.999985
20230208T0700,-4.249755,77.1969,6.1094027,44.999985
20230208T0800,-3.5097547,73.7006,5.6233797,50.194427
20230208T0900,-2.3297548,75.79742,4.8433046,41.987198
20230208T1000,-0.6997546,64.31407,6.193674,54.46232
20230208T1100,0.17024541,57.56556,6.638072,77.47118
20230208T1200,0.9602454,55.467278,5.5887027,104.93142
20230208T1300,1.7502455,54.08665,6.6185193,112.380135
20230208T1400,2.3402452,52.979675,6.151683,110.556046
20230208T1500,2.7602453,52.172844,3.6179552,95.71059
20230208T1600,2.9802456,56.30528,3.7585104,73.30075
20230208T1700,3.1202455,48.552155,3.6,89.99999
20230208T1800,2.7102456,54.076324,4.6800003,112.61986
20230208T1900,1.0902455,60.650574,5.315336,118.30075
20230208T2000,-2.3297548,75.73911,5.00128,120.25643
20230208T2100,-2.9197545,78.41448,4.829907,116.56505
20230208T2200,-3.769755,82.61154,4.8965297,126.027374
20230208T2300,-3.8097548,79.78075,5.1919937,146.30994
20230209T0000,-4.4197545,83.085464,5.00128,149.74356
20230209T0100,-4.9297547,85.75902,5.3999996,143.1301
20230209T0200,-5.4397545,88.258255,4.0249224,153.43495
20230209T0300,-5.6697545,89.5431,3.5455887,156.0375
20230209T0400,-6.059755,91.11614,4.0249224,153.43495
20230209T0500,-5.9897547,90.69909,4.39436,145.00798
20230209T0600,-6.119755,89.70146,4.6938257,147.52881
20230209T0700,-5.9697547,89.300064,5.00128,149.74356
20230209T0800,-5.8597546,88.758156,5.315336,151.69923
20230209T0900,-3.5397549,84.64133,5.991594,147.26477
20230209T1000,-0.8197546,80.90621,4.829907,153.43495
20230209T1100,0.9502454,79.400925,4.5536795,161.56505
20230209T1200,2.8802452,72.76626,4.68,180
20230209T1300,4.4702454,65.459854,6.0347,197.35403
20230209T1400,5.500245,60.18944,5.3999996,216.8699
20230209T1500,6.0302453,56.860752,5.315336,241.69925
20230209T1600,6.0102453,58.56672,2.5455842,261.8699
20230209T1700,5.0102453,59.34857,0.71999997,89.99999
20230209T1800,3.2702456,65.65552,2.3051248,141.34018
20230209T1900,1.3402455,72.22644,1.2979984,123.69006
20230209T2000,0.2802454,76.1355,0,180
20230209T2100,-1.3697546,81.060585,1.0182338,135
20230209T2200,-3.0797548,86.80293,2.4149535,153.43495
20230209T2300,-4.1797547,92.49844,3.5455887,156.0375
20230210T0000,-4.4697547,92.331184,3.219938,153.43495
20230210T0100,-4.289755,91.292885,3.7585104,163.30075
20230210T0200,-4.349755,90.72879,3.671294,168.69006
20230210T0300,-5.209755,93.04957,3.319036,167.47119
20230210T0400,-5.4497547,94.11185,3.0758414,159.44395
20230210T0500,-5.619755,93.663475,2.9024127,150.25511
20230210T0600,-5.6797547,93.658554,2.9024127,150.25511
20230210T0700,-5.6597548,92.86693,3.219938,153.43495
20230210T0800,-5.789755,92.85546,3.5455887,156.0375
20230210T0900,-3.0597544,88.47418,3.4152596,161.56505
20230210T1000,-0.4597546,83.30812,2.3051248,128.6598
20230210T1100,1.6102453,78.16874,2.3051248,128.6598
20230210T1200,3.4802456,71.031906,1.8,126.869896
20230210T1300,4.9102454,64.94055,1.609969,153.43495
20230210T1400,5.770245,60.977024,0.8049845,206.56505
20230210T1500,6.3702455,57.717968,2.0991426,329.03625
20230210T1600,6.1602454,58.00332,2.6208394,344.0546
20230210T1700,4.4102454,64.91431,3.2599385,6.340164
20230210T1800,3.2802453,71.041275,1.9386592,68.19859
20230210T1900,1.8002454,76.70876,0.71999997,89.99999
20230210T2000,0.20024541,81.98621,1.4399999,89.99999
20230210T2100,-1.3197546,86.24328,2.9024127,119.74488
20230210T2200,-2.3497548,87.689285,3.8268526,131.18591
20230210T2300,-3.3297548,89.732414,4.3498964,155.55605
20230211T0000,-3.1697545,88.7312,3.8773184,158.1986
20230211T0100,-3.769755,89.479454,2.9024127,150.25511
20230211T0200,-4.249755,90.669464,2.5455842,135
20230211T0300,-4.4097548,90.23649,3.0547013,135
20230211T0400,-4.5497546,90.01378,3.396233,147.99461
20230211T0500,-4.9097548,91.091484,3.5455887,156.0375
20230211T0600,-4.8997545,91.23291,2.5959969,146.30994
20230211T0700,-5.1097546,93.48883,2.5455842,135
20230211T0800,-4.4497547,93.471,4.1046314,142.12502
20230211T0900,-2.2697544,87.63261,6.439876,153.43495
20230211T1000,-0.86975455,78.3106,4.3498964,155.55605
20230211T1100,2.3102455,74.120155,1.835647,168.69006
20230211T1200,4.5602455,62.959885,2.2768397,198.43495
20230211T1300,6.2602453,56.2944,1.2979984,236.30994
20230211T1400,7.520245,51.611374,0.8049845,296.56506
20230211T1500,8.220245,49.859764,0.5091169,315
20230211T1600,8.300245,50.552036,1.609969,26.565033
20230211T1700,5.8702455,65.4123,3.7064266,29.05458
20230211T1800,4.9902453,67.99089,4.8433046,41.987198
20230211T1900,2.8302455,74.99551,5.3517847,47.726303
20230211T2000,0.070245415,84.76472,4.829907,63.43495
20230211T2100,-1.0697546,88.96595,3.8773184,68.19859
20230211T2200,-1.6597546,92.02171,3.5455887,66.037506
20230211T2300,-2.0297546,94.64743,3.4152596,71.56504
20230212T0000,-2.0497546,94.221825,3.4152596,71.56504
20230212T0100,-2.0697546,94.2204,3.7585104,73.30075
20230212T0200,-2.0797548,93.23609,2.9024127,82.874985
20230212T0300,-2.4897547,93.27378,2.8799999,89.99999
20230212T0400,-2.3597546,93.073875,2.9024127,82.874985
20230212T0500,-2.6397548,93.82564,3.671294,78.69006
20230212T0600,-2.9097548,93.73448,4.0249224,79.695145
20230212T0700,-3.1097546,92.80189,4.379589,80.537674
20230212T0800,-2.7897544,92.06054,4.6938252,85.60129
20230212T0900,-0.77975464,89.931046,4.73506,98.74616
20230212T1000,2.2102454,86.935425,4.6938252,94.398705
20230212T1100,4.980245,81.16771,5.1544156,102.09476
20230212T1200,6.9502454,75.28635,5.5887027,104.93142
20230212T1300,8.450246,70.3986,5.0528407,94.08562
20230212T1400,9.420245,66.292366,5.0142193,68.96249
20230212T1500,10.180245,64.06593,5.6233797,50.194427
20230212T1600,10.200245,67.17701,4.510787,28.610443
20230212T1700,8.340245,70.827255,5.00128,30.256424
20230212T1800,5.940245,77.3427,4.3498964,65.55604
20230212T1900,3.7802453,85.31532,5.506941,78.69006
20230212T2000,2.7602453,87.88817,4.802999,77.00538
20230212T2100,2.0502453,90.07699,4.68,89.99999
20230212T2200,0.97024536,91.77147,4.73506,98.74616
20230212T2300,0.6002454,95.30462,4.5536795,108.434944
20230213T0000,0.3802454,95.152214,5.6233797,129.80557
20230213T0100,0.2602454,95.284744,5.1165614,129.2894
20230213T0200,0.4202454,94.73709,4.6102495,128.6598
20230213T0300,0.5802454,93.50583,4.6102495,128.6598
20230213T0400,0.6202454,93.37174,4.8433046,138.01279
20230213T0500,0.6602454,93.511604,5.692099,145.30484
20230213T0600,0.7102454,95.10225,5.991594,147.26477
20230213T0700,0.4802454,95.787186,5.904439,142.4314
20230213T0800,0.4502454,96.277435,5.8603754,137.48955
20230213T0900,1.2602453,95.75942,5.6002855,135
20230213T1000,2.2002454,91.2762,4.8433046,138.01279
20230213T1100,3.5402455,88.16362,5.991594,147.26477
20230213T1200,5.1002455,83.96682,6.297428,149.03624
20230213T1300,6.6402454,78.40817,6.297428,149.03624
20230213T1400,7.8902454,75.19243,6.12,151.9275
20230213T1500,8.8102455,70.623924,5.315336,151.69923
20230213T1600,9.100245,68.46791,4.39436,145.00798
20230213T1700,8.750245,67.809555,6.1305785,130.23636
20230213T1800,6.4102454,78.20218,6.989936,124.508514
20230213T1900,3.3902454,88.97744,5.1919937,123.69006
20230213T2000,1.0002453,95.18879,3.8939953,123.69006
20230213T2100,0.7002454,94.5469,4.1046314,127.874985
20230213T2200,0.5302454,94.67462,4.6102495,128.6598
20230213T2300,-0.04975462,94.01256,4.8433046,138.01279
20230214T0000,-0.5897546,94.39291,5.3517847,137.72632
20230214T0100,,,,
20230214T0200,,,,
20230214T0300,,,,
20230214T0400,,,,
20230214T0500,,,,
20230214T0600,,,,
20230214T0700,,,,
20230214T0800,,,,
20230214T0900,,,,
20230214T1000,,,,
20230214T1100,,,,
20230214T1200,,,,
20230214T1300,,,,
20230214T1400,,,,
20230214T1500,,,,
20230214T1600,,,,
20230214T1700,,,,
20230214T1800,,,,
20230214T1900,,,,
20230214T2000,,,,
20230214T2100,,,,
20230214T2200,,,,
20230214T2300,,,,
20230215T0000,,,,
20230215T0100,,,,
20230215T0200,,,,
20230215T0300,,,,
20230215T0400,,,,
20230215T0500,,,,
20230215T0600,,,,
20230215T0700,,,,
