 ,Basel,Basel,Basel,Basel
lat,47.75,47.75,47.75,47.75
lon,7.5,7.5,7.5,7.5
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature ,Basel Relative Humidity ,Basel Wind Speed,Basel Wind Direction
20220714T1100,32.360245,27.202213,9.227524,249.44395
20220714T1200,33.710247,22.154306,11.792404,238.73627
20220714T1300,34.61025,19.760942,13.363711,242.74467
20220714T1400,35.210247,18.067757,14.039999,247.38013
20220714T1500,35.63025,17.350428,15.281989,254.98164
20220714T1600,35.79025,16.499802,16.263872,264.9204
20220714T1700,35.45025,17.320534,16.954432,273.65222
20220714T1800,34.350246,17.864498,15.328561,279.46234
20220714T1900,33.04025,18.886688,13.217443,299.35776
20220714T2000,30.610245,24.552525,11.792404,328.73627
20220714T2100,27.970245,32.64094,10.661107,348.31064
20220714T2200,26.630245,39.072983,8.647496,357.61407
20220714T2300,24.430244,45.452103,9.007196,2.2906036
20220715T0000,23.210245,47.586044,12.015589,8.615646
20220715T0100,21.380245,51.27158,9.3876505,4.398697
20220715T0200,19.920246,54.166706,7.2,360
20220715T0300,18.760244,55.563454,7.208994,2.8624115
20220715T0400,17.870245,58.295593,6.519877,6.340164
20220715T0500,17.100245,60.555542,6.5693827,9.462311
20220715T0600,18.170246,56.20454,8.209263,15.255127
20220715T0700,20.050245,49.12047,7.0911775,23.962494
20220715T0800,21.930244,42.882904,6.9247384,27.897263
20220715T0900,23.580246,38.491337,7.5170207,16.69925
20220715T1000,25.060246,35.545246,8.049845,10.30484
20220715T1100,26.510244,33.933853,9.007196,2.2906036
20220715T1200,27.610245,32.059883,9,360
20220715T1300,28.400246,29.933609,9.605998,347.00537
20220715T1400,28.930244,27.844791,9.83268,336.25052
20220715T1500,29.370245,26.574297,9.255571,346.50427
20220715T1600,29.570246,25.541857,9.449572,342.25534
20220715T1700,29.350245,25.816656,9.255571,346.50427
20220715T1800,28.470245,26.711884,10.446206,1.9749298
20220715T1900,27.110245,28.127584,11.792404,12.339081
20220715T2000,25.250246,33.346256,9.793058,17.102722
20220715T2100,23.020245,40.61462,7.8625183,15.945404
20220715T2200,20.420246,49.489,5.8603754,10.619659
20220715T2300,18.480246,56.05645,5.1919937,33.690063
20220716T0000,18.000246,57.003643,5.315336,28.30075
20220716T0100,18.420246,54.95237,5.6920996,18.434952
20220716T0200,17.450245,58.78468,5.0142193,21.037506
20220716T0300,16.960245,60.97381,4.6938257,32.47119
20220716T0400,15.940246,64.25161,5.00128,30.256424
20220716T0500,14.150246,71.25858,6.151683,20.556046
20220716T0600,15.410245,65.45128,6.5693827,9.462311
20220716T0700,17.600245,55.224865,6.28713,13.240509
20220716T0800,19.750246,47.59029,6.9527545,21.250488
20220716T0900,22.010244,41.839222,9.227524,20.55603
20220716T1000,24.030245,36.800713,9.227524,20.55603
20220716T1100,25.650246,32.094433,8.905908,14.03624
20220716T1200,26.820246,28.771496,8.557102,14.620865
20220716T1300,27.670246,26.383356,8.473393,12.2647705
20220716T1400,28.220245,24.133791,10.105681,4.085617
20220716T1500,28.690245,23.268663,11.542478,3.5763245
20220716T1600,28.620245,23.040316,12.324414,6.7098236
20220716T1700,28.280245,23.387938,13.039754,6.340164
20220716T1800,27.610245,24.03775,13.441071,7.6960297
20220716T1900,26.500246,23.539888,13.493999,9.211014
20220716T2000,24.760244,27.530529,11.609651,7.125
20220716T2100,22.100245,36.39395,9.47012,8.74614
20220716T2200,19.730246,44.15951,6.9899354,11.888657
20220716T2300,18.450245,48.710518,6.297428,30.963745
20220717T0000,17.720245,52.06922,7.145796,49.085617
20220717T0100,16.870245,55.48773,6.9153743,51.34018
20220717T0200,15.820246,59.629272,6.638072,49.398697
20220717T0300,15.210245,61.891483,6.3690495,47.29059
20220717T0400,14.430245,65.14239,6.3690495,42.70938
20220717T0500,14.100245,67.10396,6.1305785,40.236343
20220717T0600,15.940246,61.644535,5.6002855,44.999985
20220717T0700,18.810246,49.483463,6.6087217,29.357742
20220717T0800,21.040245,42.950638,7.7879906,33.690063
20220717T0900,23.480246,37.709743,8.78872,34.99202
20220717T1000,25.670246,34.365986,11.384198,34.69516
20220717T1100,27.400246,30.288244,11.183201,33.178513
20220717T1200,28.740246,27.86844,9.931042,43.53119
20220717T1300,30.180244,26.129501,8.654987,44.999985
20220717T1400,31.100245,24.481813,8.942214,40.100906
20220717T1500,31.600245,22.993567,10.464797,26.565033
20220717T1600,31.750246,22.503115,11.631956,21.801407
20220717T1700,31.600245,22.203829,11.440979,24.145538
20220717T1800,30.930244,22.183935,12.181625,18.970398
20220717T1900,29.740246,20.832386,11.792404,12.339081
20220717T2000,27.210245,25.201677,9.3876505,4.398697
20220717T2100,24.020245,32.72151,7.5942073,5.440323
20220717T2200,21.140245,40.10099,6.5693827,9.462311
20220717T2300,19.640245,44.77631,7.771331,13.392487
20220718T0000,18.970245,46.468662,6.12,28.07248
20220718T0100,18.150246,50.016865,5.3517847,47.726303
20220718T0200,16.690245,55.783596,4.6938257,57.5288
20220718T0300,15.670245,61.286392,3.7585104,73.30075
20220718T0400,15.160245,64.99634,3.319036,77.47118
20220718T0500,14.570246,69.245895,2.9024127,82.874985
20220718T0600,16.550245,63.142056,4.198285,120.96376
20220718T0700,19.830246,51.164787,2.4149535,116.56505
20220718T0800,23.070246,40.0265,2.9024127,82.874985
20220718T0900,25.730246,33.59738,3.9763298,95.19443
20220718T1000,28.180244,30.465319,4.379589,99.46232
20220718T1100,30.050245,29.292492,7.653705,41.18593
20220718T1200,31.830246,25.747454,6.297428,59.036255
20220718T1300,33.170246,22.378653,4.6800003,67.380135
20220718T1400,34.220245,20.712318,4.1046314,52.125
20220718T1500,34.920246,19.461931,5.3999996,36.86989
20220718T1600,35.350246,18.5275,7.4128532,29.05458
20220718T1700,35.18025,18.160185,8.534353,27.645966
20220718T1800,34.640247,18.307726,9.504273,24.623566
20220718T1900,33.34025,16.329811,8.557102,22.249008
20220718T2000,30.310246,22.331215,6.9527545,21.250488
20220718T2100,26.510244,31.79271,8.049845,26.565033
20220718T2200,23.840246,39.76005,7.8954163,43.15239
20220718T2300,21.900246,48.15356,6.989936,55.491463
20220719T0000,20.730246,51.78759,6.6185193,67.61986
20220719T0100,19.500246,56.128643,5.937272,75.96376
20220719T0200,18.310246,59.754795,5.506941,78.69006
20220719T0300,17.400246,64.02109,4.6938252,94.398705
20220719T0400,17.020245,66.38177,3.671294,101.30993
20220719T0500,16.600245,67.683365,3.319036,102.52881
20220719T0600,18.060246,63.10828,3.8268526,131.18591
20220719T0700,21.440245,51.56219,2.8116899,129.80557
20220719T0800,24.780245,40.67735,3.8773184,111.80141
20220719T0900,27.720245,33.84281,5.4833565,113.19859
20220719T1000,30.030245,29.622993,6.9247384,117.89726
20220719T1100,31.920246,27.503218,6.519877,96.34019
20220719T1200,33.470245,24.974165,7.42159,104.03624
20220719T1300,34.750248,23.028454,6.725354,105.5241
20220719T1400,35.740246,21.51962,4.829907,116.56505
20220719T1500,36.470245,19.546696,3.0547013,135
20220719T1600,36.88025,18.676548,2.3051248,128.6598
20220719T1700,36.93025,18.739054,2.0364676,135
20220719T1800,36.370247,17.885384,2.2768397,161.56505
20220719T1900,34.710247,26.531466,1.484318,165.96376
20220719T2000,31.890245,27.184423,2.1897945,99.46232
20220719T2100,28.210245,36.03103,6.5693827,99.46232
20220719T2200,26.680244,40.2705,5.815978,111.80141
20220719T2300,25.490246,40.579556,4.6800003,112.61986
20220720T0000,25.410246,40.584023,4.6938257,122.47119
20220720T0100,24.740246,42.38686,5.495161,121.6075
20220720T0200,23.390245,46.88153,5.5887027,165.06857
20220720T0300,22.570246,49.509735,6.489992,183.17982
20220720T0400,22.330246,53.4685,7.2805495,171.46924
20220720T0500,22.040245,56.693127,9.531505,169.11447
20220720T0600,23.550245,53.11875,9.531505,169.11447
20220720T0700,25.850245,48.144596,9.605998,192.99461
20220720T0800,27.570246,46.280415,7.4128532,209.05461
20220720T0900,28.820246,47.186314,7.7043357,232.59465
20220720T1000,29.810246,45.12383,7.24486,243.43495
20220720T1100,29.920246,45.18222,0.8049845,243.43495
20220720T1200,31.710245,40.150265,2.9024127,60.25511
20220720T1300,32.95025,36.615875,8.39657,120.96376
20220720T1400,33.510246,34.64547,8.287822,145.61966
20220720T1500,31.960245,40.94204,12.261157,130.23636
20220720T1600,30.270245,45.622704,13.684735,153.43495
20220720T1700,29.030245,50.56496,12.661564,165.17352
20220720T1800,25.190245,67.29287,11.440978,167.27565
20220720T1900,21.430244,86.257065,9.531505,190.88553
20220720T2000,21.040245,87.47445,7.289445,237.09476
20220720T2100,20.980246,89.63276,8.287822,272.48956
20220720T2200,20.720245,91.14227,7.6367526,278.1301
20220720T2300,19.930244,91.78458,2.7416782,203.1986
20220721T0000,19.820246,92.415596,8.699793,204.44395
20220721T0100,19.630245,93.87046,6.2145634,190.00798
20220721T0200,19.060246,95.81945,6.130579,183.36646
20220721T0300,18.720245,95.568275,4.802999,192.99461
20220721T0400,18.650246,94.4846,5.8603754,227.48956
20220721T0500,18.300245,94.591064,6.9153743,231.3402
20220721T0600,18.590246,92.76157,6.9153743,231.3402
20220721T0700,20.060246,86.45545,6.12,241.92752
20220721T0800,21.320246,78.81179,5.8048253,240.25513
20220721T0900,22.810246,66.387115,5.692099,235.30484
20220721T1000,24.210245,57.226887,5.315336,241.69925
20220721T1100,25.560246,50.274918,6.12,241.92752
20220721T1200,26.750246,45.90861,6.1094027,225
20220721T1300,27.520245,43.16149,6.297428,239.03625
20220721T1400,28.160246,40.208157,5.8603754,259.38034
20220721T1500,28.650246,38.7165,5.2416787,285.9454
20220721T1600,28.940245,37.794186,5.3999996,323.13013
20220721T1700,29.280245,37.24947,6.6185193,337.61987
20220721T1800,29.010244,37.345238,6.87779,353.991
20220721T1900,27.870245,42.228077,9.007196,2.2906036
20220721T2000,25.710245,46.74414,8.350138,7.431381
20220721T2100,22.210245,60.249954,7.172949,17.525558
20220721T2200,20.660246,66.84454,6.763786,25.201126
20220721T2300,18.730246,78.69302,7.2805495,8.530762
20220722T0000,18.030245,81.763664,6.6087217,29.357742
20220722T0100,17.220245,85.403725,6.1305785,49.76364
20220722T0200,16.800245,86.86941,5.8603754,47.489548
20220722T0300,16.530245,87.86503,5.8603754,42.510437
20220722T0400,16.190247,90.14791,5.3517847,47.726303
20220722T0500,15.840245,91.47974,5.3999996,53.130096
20220722T0600,17.110245,87.80265,5.692099,34.69516
20220722T0700,19.390245,77.98103,5.6002855,44.999985
20220722T0800,21.720245,67.45337,5.8048253,60.25511
20220722T0900,24.010244,59.510254,6.0347,72.64597
20220722T1000,25.840246,54.293667,5.937272,75.96376
20220722T1100,27.690245,49.961685,3.6,53.130096
20220722T1200,29.260244,45.759514,2.0991426,120.96376
20220722T1300,30.620245,40.653385,2.2768397,108.434944
20220722T1400,31.660246,37.69166,4.2136917,70.016884
20220722T1500,32.440247,35.939663,9.36,270
20220722T1600,32.920246,34.86333,1.8,323.13013
20220722T1700,33.230247,32.070663,2.52,180
20220722T1800,31.740246,32.142868,5.3999996,233.1301
20220722T1900,30.080246,41.242344,3.8268526,228.81409
20220722T2000,30.130245,31.257133,4.39436,145.00798
20220722T2100,28.560246,35.607086,3.396233,212.00539
20220722T2200,25.840246,46.14124,9,270
20220722T2300,25.000246,55.49553,1.9386592,68.19859
20220723T0000,22.680244,66.402794,4.896529,162.89728
20220723T0100,20.950245,78.35976,7.5942082,148.57043
20220723T0200,20.450245,80.36121,2.3051248,51.34018
20220723T0300,19.660246,86.41785,5.3517847,47.726303
20220723T0400,19.220245,92.91066,3.2599385,173.6598
20220723T0500,19.420246,92.04558,4.1046314,195.25513
20220723T0600,19.330246,94.03542,4.6800003,202.61987
20220723T0700,20.000246,93.35753,6.4096174,231.84277
20220723T0800,21.060246,88.85687,7.2,233.1301
20220723T0900,22.200245,82.223755,7.5685663,244.65384
20220723T1000,23.510244,73.80513,6.924738,261.02737
20220723T1100,24.590246,69.27821,1.609969,26.565033
20220723T1200,25.570246,66.98943,2.0991426,210.96376
20220723T1300,26.710245,62.837585,3.319036,257.4712
20220723T1400,27.640245,57.285824,6.489992,303.69006
20220723T1500,28.430244,52.863758,6.439876,333.43497
20220723T1600,29.240246,46.4611,3.4152596,341.56506
20220723T1700,29.260244,44.80287,3.319036,319.3987
20220723T1800,28.710245,44.82656,3.8939953,326.30994
20220723T1900,27.710245,50.933746,1.5273507,315
20220723T2000,25.740246,58.334812,1.5273507,225
20220723T2100,23.900246,65.31108,2.5455842,171.8699
20220723T2200,23.540245,64.98597,0.5091169,225
20220723T2300,22.490246,64.55383,6.1305785,319.76367
20220724T0000,22.250246,64.252686,5.0911684,315
20220724T0100,21.500246,68.59238,5.692099,325.30484
20220724T0200,20.620245,72.842415,7.072878,345.25644
20220724T0300,19.650246,77.17099,5.154415,24.775131
20220724T0400,18.680244,81.89867,4.39436,34.99202
20220724T0500,18.280245,84.1496,2.3051248,51.34018
20220724T0600,18.600245,85.21775,1.0182338,44.999985
20220724T0700,21.160246,73.40613,2.16,360
20220724T0800,23.340246,63.585625,2.52,360
20220724T0900,25.420246,55.849888,3.219938,26.565033
20220724T1000,27.180244,50.24577,3.6,36.86989
20220724T1100,28.330246,48.431194,2.52,360
20220724T1200,29.450245,44.0849,2.8799999,360
20220724T1300,30.310246,39.919415,1.9386592,21.801407
20220724T1400,31.100245,36.151867,1.9386592,68.19859
20220724T1500,31.660246,33.627117,1.835647,78.69006
20220724T1600,32.180244,31.450678,2.6208394,74.054596
20220724T1700,32.290245,30.68536,3.2399998,89.99999
20220724T1800,32.010246,30.790483,3.0758414,110.556046
20220724T1900,30.440245,35.89797,0.35999998,360
20220724T2000,26.610245,46.080112,3.6,360
20220724T2100,23.390245,57.921677,6.4096174,38.157227
20220724T2200,21.780245,65.28132,7.5685663,64.65382
20220724T2300,21.190245,65.62209,5.771239,86.42367
20220725T0000,21.040245,67.314735,3.6,126.869896
20220725T0100,20.790245,70.01868,3.219938,153.43495
20220725T0200,19.860245,74.37167,4.39436,145.00798
20220725T0300,19.310246,78.27124,4.5820518,135
20220725T0400,18.570246,82.09615,4.3349743,138.36646
20220725T0500,18.300245,82.64714,4.0249224,153.43495
20220725T0600,19.440245,77.23829,5.692099,145.30484
20220725T0700,22.200245,67.98532,5.4833565,156.8014
20220725T0800,25.230246,58.437355,4.802999,167.00539
20220725T0900,28.180244,48.920536,5.6920996,198.43495
20220725T1000,30.480246,41.591663,7.7043357,232.59465
20220725T1100,32.220245,35.235916,11.753876,220.03026
20220725T1200,33.660248,30.222042,11.966954,223.78113
20220725T1300,34.710247,25.789959,11.923557,241.11342
20220725T1400,34.640247,25.754469,15.273505,261.8699
20220725T1500,33.850246,29.745382,14.618837,279.92624
20220725T1600,33.420246,32.01872,15.111424,282.38077
20220725T1700,32.850246,32.238194,16.854767,289.98312
20220725T1800,31.520245,35.431484,16.58346,297.1213
20220725T1900,30.050245,36.332222,13.70839,299.93152
20220725T2000,28.820246,37.267483,9.339208,297.55283
20220725T2100,26.840246,42.748493,6.28713,283.2405
20220725T2200,25.560246,46.703327,6.28713,256.7595
20220725T2300,25.110245,41.291256,13.392774,306.25385
20220726T0000,24.610245,42.26554,8.209263,285.25513
20220726T0100,23.860245,46.268116,8.350138,277.4314
20220726T0200,22.250246,58.402805,7.9526596,275.19443
20220726T0300,21.540245,65.44164,9.531505,280.88553
20220726T0400,20.940245,71.64478,10.144082,297.47443
20220726T0500,20.360245,74.98435,7.386582,313.0251
20220726T0600,20.180244,76.21794,5.6233797,320.19443
20220726T0700,20.880245,70.76246,3.319036,310.60132
20220726T0800,21.810246,62.79798,4.1046314,285.25513
20220726T0900,23.160246,54.390606,6.725354,285.5241
20220726T1000,24.380245,46.411247,9.693296,291.8014
20220726T1100,25.220245,43.63582,11.770403,293.4287
20220726T1200,26.230246,38.21335,11.177405,284.93143
20220726T1300,26.270245,36.20561,10.829958,291.44775
20220726T1400,27.000246,33.73011,10.495713,300.96378
20220726T1500,27.310246,32.367252,10.182337,315
20220726T1600,27.290245,32.23051,10.464797,333.43497
20220726T1700,27.150246,31.58542,10.390226,345.96375
20220726T1800,26.500246,32.62275,10.823973,356.18594
20220726T1900,25.560246,32.779106,10.805999,1.9091492
20220726T2000,24.240246,36.26326,8.473393,12.2647705
20220726T2100,22.670246,40.020657,5.3517847,19.653809
20220726T2200,21.710245,43.52498,5.4477882,7.594635
20220726T2300,20.530245,51.73417,5.8603754,349.38034
20220727T0000,19.880245,54.15627,6.830519,341.56506
20220727T0100,19.470245,55.8208,6.489992,3.1798248
20220727T0200,18.900246,56.695454,6.28713,23.629364
20220727T0300,17.980246,61.176388,5.937272,14.03624
20220727T0400,17.720245,62.10752,6.849467,3.0127716
20220727T0500,16.980246,64.27052,8.311245,355.03027
20220727T0600,17.180244,65.48992,8.647496,357.61407
20220727T0700,18.460245,64.34477,7.208994,2.8624115
20220727T0800,20.420246,57.879044,7.5685663,357.2737
20220727T0900,22.000246,52.610767,9.726665,357.8789
20220727T1000,23.750246,45.778828,10.464798,3.9451752
20220727T1100,24.130245,42.527077,9.726665,2.1210938
20220727T1200,25.100245,39.824238,9.779817,6.340164
20220727T1300,25.590246,38.390587,9.3876505,4.398697
20220727T1400,26.130245,37.27565,8.647496,2.3859253
20220727T1500,26.800245,35.65642,7.9526596,354.8056
20220727T1600,26.870245,35.059097,7.9526596,354.8056
20220727T1700,26.480246,35.685356,9.255571,13.495728
20220727T1800,25.710245,37.583263,11.177405,14.931412
20220727T1900,24.600245,39.762264,11.792404,12.339081
20220727T2000,23.040245,43.489754,11.525623,14.470276
20220727T2100,21.510244,49.057217,10.703569,19.653809
20220727T2200,20.240246,53.20635,8.905908,14.03624
20220727T2300,19.360245,56.470345,10.739833,13.570435
20220728T0000,18.450245,59.349392,8.654986,16.927505
20220728T0100,17.900246,60.46299,6.489992,3.1798248
20220728T0200,16.530245,65.39052,6.87779,353.991
20220728T0300,15.590245,68.57108,6.924738,351.02737
20220728T0400,15.020246,70.99579,6.4799995,360
20220728T0500,15.020246,70.56622,5.4119864,3.8140564
20220728T0600,15.260245,72.05258,4.68,360
20220728T0700,17.660246,59.115593,3.6,360
20220728T0800,20.000246,50.900425,4.5536795,18.434952
20220728T0900,22.150246,45.149925,5.00128,30.256424
20220728T1000,23.910246,42.607597,4.510787,28.610443
20220728T1100,25.900246,39.28398,4.452954,345.96375
20220728T1200,27.600245,35.835083,2.9024127,29.744873
20220728T1300,29.240246,31.449026,2.9024127,60.25511
20220728T1400,30.150246,28.35095,2.52,89.99999
20220728T1500,30.750246,27.058186,8.161764,228.57634
20220728T1600,30.860245,26.100122,9,233.1301
20220728T1700,30.780245,25.174063,5.815978,201.8014
20220728T1800,29.890245,27.599737,6.12,180
20220728T1900,28.090246,38.83984,5.8048253,172.87498
20220728T2000,26.590246,38.162434,5.692099,145.30484
20220728T2100,24.330246,47.702442,7.42159,140.90614
20220728T2200,23.280245,52.909912,7.10031,149.53445
20220728T2300,21.500246,67.32166,3.4152596,161.56505
20220729T0000,20.330246,72.93208,6.379216,163.61046
20220729T0100,19.910246,74.14043,6.2145634,169.99202
20220729T0200,19.260244,75.092834,4.73506,171.25385
20220729T0300,18.780245,77.33687,4.802999,167.00539
20220729T0400,18.580246,78.97737,4.452954,165.96376
20220729T0500,18.460245,78.755684,4.2136917,160.01689
20220729T0600,19.230246,73.92791,4.73506,171.25385
20220729T0700,20.400246,65.925064,3.7585104,163.30075
20220729T0800,21.400246,60.45362,3.319036,192.52881
20220729T0900,22.280245,59.953445,5.2416787,254.0546
20220729T1000,23.640245,54.79763,8.049845,280.30487
20220729T1100,25.550245,46.4564,4.39436,325.008
20220729T1200,26.960245,39.635555,4.510787,298.61047
20220729T1300,26.790245,38.04137,4.802999,282.99463
20220729T1400,26.270245,38.76404,6.9899354,258.11133
20220729T1500,25.520245,42.18407,8.225035,246.8014
20220729T1600,25.850245,42.053223,8.217153,241.18921
20220729T1700,26.160246,40.795456,9.387651,237.52881
20220729T1800,26.240246,38.88495,9.885262,236.88866
20220729T1900,25.820246,38.40447,8.14587,225
20220729T2000,22.810246,48.338203,8.669949,221.63354
20220729T2100,21.570246,53.129524,8.913181,226.63658
20220729T2200,21.060246,56.63531,8.4963045,233.61565
20220729T2300,19.000246,60.16217,8.557102,194.62088
20220730T0000,18.290245,62.657433,7.127636,225
20220730T0100,17.920246,64.09555,7.5942082,238.57043
20220730T0200,17.440245,66.38352,6.439876,243.43495
20220730T0300,16.560246,70.25619,3.7064266,240.9454
20220730T0400,15.840245,73.32791,5.3999996,233.1301
20220730T0500,15.430245,76.298744,4.3349743,221.63354
20220730T0600,16.510246,72.23917,3.4152596,198.43495
20220730T0700,19.020245,65.45637,3.7064266,209.05461
20220730T0800,21.490246,59.220455,4.6102495,218.65982
20220730T0900,23.950245,51.375755,5.1919937,236.30994
20220730T1000,25.860245,43.09738,7.172949,287.52557
20220730T1100,26.760244,37.504345,5.7599998,270
20220730T1200,27.510244,33.62495,6.849467,273.0128
20220730T1300,28.170246,32.022907,8.350138,277.4314
20220730T1400,28.530245,30.501223,10.041354,284.53445
20220730T1500,28.960245,28.913048,8.759178,279.46234
20220730T1600,29.160246,27.983936,9.360001,292.61987
20220730T1700,28.870245,28.692854,7.754637,291.8014
20220730T1800,28.420246,28.95993,7.491114,305.2176
20220730T1900,27.400246,35.303547,4.510787,331.38956
20220730T2000,25.990246,36.936977,3.396233,327.99463
20220730T2100,24.780245,39.81348,4.0249224,349.69516
20220730T2200,22.660246,46.461815,2.968636,345.96375
20220730T2300,21.410246,53.441727,3.096837,324.46234
20220731T0000,20.290245,57.57876,1.0182338,225
20220731T0100,19.870245,58.39981,2.5455842,188.1301
20220731T0200,19.360245,60.690643,2.5455842,188.1301
20220731T0300,17.760244,65.83582,3.2599385,186.3402
20220731T0400,16.220245,74.2307,4.0249224,190.30484
20220731T0500,15.670245,77.15408,3.9763298,185.19443
20220731T0600,16.650246,73.91342,3.2599385,186.3402
20220731T0700,19.850245,61.49421,4.452954,194.03624
20220731T0800,22.880245,51.77227,4.198285,210.96376
20220731T0900,25.450245,44.662163,3.5455887,246.0375
20220731T1000,27.450245,39.09683,3.8773184,248.1986
20220731T1100,28.550245,34.948982,5.634891,243.43495
20220731T1200,29.390245,33.01741,7.10031,239.53445
20220731T1300,29.660246,32.76502,8.12197,257.19574
20220731T1400,30.640245,29.691965,8.225035,246.8014
20220731T1500,31.010244,27.718594,9.449572,252.25534
20220731T1600,31.780245,25.977886,10.703569,250.34618
20220731T1700,31.810246,25.226448,10.931203,252.75854
20220731T1800,31.530245,25.033052,11.252519,262.6476
20220731T1900,30.360245,26.91593,8.647496,272.38596
20220731T2000,26.900246,37.02192,7.968939,288.43497
20220731T2100,24.450245,44.03194,7.928177,309.47247
20220731T2200,23.090246,48.157856,7.7879906,326.30994
20220731T2300,21.330246,52.67954,7.10031,329.53445
20220801T0000,22.350245,48.66529,6.28713,336.37064
20220801T0100,21.140245,52.629486,5.771239,356.42368
20220801T0200,19.020245,61.299694,3.0547013,44.999985
20220801T0300,17.280245,68.00649,1.08,360
20220801T0400,16.330246,72.68781,1.484318,345.96375
20220801T0500,15.570246,75.86598,0.5091169,44.999985
20220801T0600,16.930244,71.08058,1.2979984,146.30994
20220801T0700,20.180244,59.452694,3.219938,116.56505
20220801T0800,23.070246,51.685886,1.2979984,123.69006
20220801T0900,25.610245,46.01798,1.5273507,225
20220801T1000,27.490246,40.47095,3.671294,258.69006
20220801T1100,29.140245,36.244514,4.3498964,294.44397
20220801T1200,30.050245,32.441032,5.0911684,278.1301
20220801T1300,30.700245,29.728315,6.519877,276.34018
20220801T1400,31.280245,28.374502,7.754637,291.8014
20220801T1500,31.380245,28.174988,10.086427,304.8245
20220801T1600,31.100245,29.443806,16.279802,305.09583
20220801T1700,28.410246,40.27784,12.594856,329.03625
20220801T1800,26.450245,48.808582,9.983106,334.359
20220801T1900,25.230246,54.771763,4.3349743,355.23636
20220801T2000,24.220245,60.367416,3.7064266,29.05458
20220801T2100,23.000246,66.42629,5.4477882,7.594635
20220801T2200,22.000246,74.72816,1.8,143.1301
20220801T2300,19.790245,82.08902,4.896529,72.89727
20220802T0000,19.590246,82.37971,3.6179552,84.289406
20220802T0100,19.400246,83.044266,3.7585104,73.30075
20220802T0200,18.730246,84.68687,2.9024127,60.25511
20220802T0300,18.340246,86.568665,3.6179552,95.71059
20220802T0400,17.990246,88.275246,2.6208394,105.9454
20220802T0500,17.370245,89.943375,2.9024127,82.874985
20220802T0600,17.200245,91.38886,2.5455842,81.869896
20220802T0700,18.880245,85.62926,2.7416782,66.8014
20220802T0800,20.840246,76.37052,3.7064266,60.945396
20220802T0900,23.230246,65.50415,4.072935,44.999985
20220802T1000,24.940245,58.856125,5.154415,24.775131
20220802T1100,26.380245,51.774395,4.379589,9.462311
20220802T1200,28.030245,45.662663,4.896529,17.102722
20220802T1300,29.070246,40.884007,4.6800003,22.619858
20220802T1400,30.020245,36.874065,4.802999,12.994629
20220802T1500,30.670246,33.50639,4.73506,8.74614
20220802T1600,31.070246,31.02124,5.4119864,3.8140564
20220802T1700,30.960245,30.29952,6.519877,6.340164
20220802T1800,30.430244,30.31464,6.9899354,11.888657
20220802T1900,29.240246,28.54273,6.489992,3.1798248
20220802T2000,25.540245,41.71626,6.489992,3.1798248
20220802T2100,22.580246,52.07039,6.28713,13.240509
20220802T2200,20.950245,58.973843,7.42159,22.833649
20220802T2300,19.560246,66.22235,5.2416787,15.945404
20220803T0000,19.040245,68.63697,5.2416787,15.945404
20220803T0100,19.590246,65.62265,5.3517847,19.653809
20220803T0200,18.710245,69.25004,4.39436,34.99202
20220803T0300,17.860245,72.91856,2.9024127,60.25511
20220803T0400,16.680244,79.4265,2.1897945,80.537674
20220803T0500,15.760245,84.8026,1.9386592,111.80141
20220803T0600,17.300245,81.087006,1.609969,116.56505
20220803T0700,20.840246,64.95256,2.4149535,116.56505
20220803T0800,23.580246,56.190765,2.1897945,99.46232
20220803T0900,26.160246,49.784607,2.1897945,99.46232
20220803T1000,28.400246,44.39715,2.5455842,98.1301
20220803T1100,30.270245,40.426582,1.8,126.869896
20220803T1200,31.910246,36.399662,0.8049845,153.43495
20220803T1300,32.970245,32.020203,1.1384199,161.56505
20220803T1400,33.95025,28.721115,0.8049845,206.56505
20220803T1500,34.370247,26.633768,1.0182338,225
20220803T1600,34.760246,24.488018,0.5091169,315
20220803T1700,34.720245,24.20245,1.0182338,44.999985
20220803T1800,34.460247,23.608906,1.9386592,68.19859
20220803T1900,32.95025,26.203075,3.0547013,44.999985
20220803T2000,29.180244,32.262836,6.3690495,42.70938
20220803T2100,28.400246,35.632927,6.8777895,47.121094
20220803T2200,25.850245,43.75328,6.1305785,49.76364
20220803T2300,24.120245,49.112144,1.5273507,44.999985
20220804T0000,22.750246,54.250282,1.2979984,123.69006
20220804T0100,21.630245,59.526283,2.0364676,135
20220804T0200,21.160246,61.959442,3.8268526,131.18591
20220804T0300,20.670246,64.704254,3.8268526,131.18591
20220804T0400,20.160246,68.14751,3.8268526,138.81407
20220804T0500,19.620245,70.8003,3.6,143.1301
20220804T0600,19.870245,72.09955,2.9024127,150.25511
20220804T0700,22.940245,60.14745,3.8939953,146.30994
20220804T0800,26.040245,50.17344,3.671294,168.69006
20220804T0900,29.030245,43.744774,4.3498964,204.44395
20220804T1000,31.590246,37.309864,4.6938257,237.52881
20220804T1100,33.54025,31.453981,3.8773184,291.8014
20220804T1200,35.060246,26.922739,4.0249224,280.30487
